,Ссылка,Комнаты,Цена,Цена за метр,Метро,Время до метро(мин),Площадь(м2),Максимальный этаж,Этаж,Тип строения,Тип жилья
224,https://www.cian.ru/sale/flat/301857751/,2,13300000,289130,Лефортово,9,46,5,1,Квартира,Вторичка
225,https://www.cian.ru/sale/flat/301857713/,1,5990000,320321,Кожуховская,5,18.7,6,5,Апартаменты,Вторичка
226,https://ramenskoye.cian.ru/sale/flat/301857712/,1,6100000,184848,Фабричная,9,33,19,9,Квартира,Вторичка
227,https://www.cian.ru/sale/flat/301857581/,1,11000000,291777,Селигерская,6,37.7,14,9,Квартира,Вторичка
228,https://www.cian.ru/sale/flat/301857447/,1,10500000,327103,Перово,11,32.1,5,5,Квартира,Вторичка
229,https://www.cian.ru/sale/flat/301857419/,2,14970000,374250,Сходненская,9,40,9,6,Квартира,Вторичка
230,https://www.cian.ru/sale/flat/301857416/,3,12800000,213333,Новогиреево,19,60,9,7,Квартира,Вторичка
231,https://www.cian.ru/sale/flat/301857368/,1,9500000,287879,Покровское,9,33,9,9,Квартира,Вторичка
232,https://www.cian.ru/sale/flat/301857341/,2,16990000,386136,Речной вокзал,6,44,5,4,Квартира,Вторичка
233,https://www.cian.ru/sale/flat/301857254/,1,9900000,260526,Некрасовка,7,38,13,7,Квартира,Вторичка
234,https://ramenskoye.cian.ru/sale/flat/301857229/,1,5000000,122549,Ипподром,5,40.8,3,2,Квартира,Вторичка
235,https://www.cian.ru/sale/flat/301857197/,2,13200000,310588,Печатники,7,42.5,9,9,Квартира,Вторичка
236,https://reutov.cian.ru/sale/flat/301857177/,2,6900000,164286,Новогиреево,7,42,5,5,Квартира,Вторичка
237,https://www.cian.ru/sale/flat/301856901/,3,36000000,473684,Беломорская,8,76,17,10,Квартира,Вторичка
238,https://www.cian.ru/sale/flat/301856897/,1,9200000,460000,Кантемировская,4,20,23,21,Квартира,Вторичка
239,https://www.cian.ru/sale/flat/301856874/,2,15200000,342342,ВДНХ,19,44.4,8,8,Квартира,Вторичка
240,https://www.cian.ru/sale/flat/301856831/,1,8800000,231579,Аэропорт Внуково,17,38,9,2,Квартира,Новостройка
241,https://www.cian.ru/sale/flat/301856830/,1,5500000,235043,Аэропорт Внуково,19,23.4,9,1,Квартира,Новостройка
242,https://www.cian.ru/sale/flat/301856823/,2,15500000,347534,Бутырская,10,44.6,9,2,Квартира,Вторичка
243,https://www.cian.ru/sale/flat/301856757/,2,15400000,290566,Свиблово,12,53,12,3,Квартира,Вторичка
244,https://www.cian.ru/sale/flat/301856744/,3,19950000,327049,Ясенево,9,61,9,6,Квартира,Вторичка
245,https://www.cian.ru/sale/flat/301856737/,4,53000000,527888,Сретенский бульвар,3,100.4,8,1,Квартира,Вторичка
246,https://odintsovo.cian.ru/sale/flat/301856705/,1,9000000,200000,Кунцевская,15,45,24,19,Квартира,Вторичка
247,https://odintsovo.cian.ru/sale/flat/301856704/,1,11000000,263789,Молодёжная,14,41.7,6,2,Квартира,Вторичка
248,https://www.cian.ru/sale/flat/301856681/,1,8900000,367769,Перово,18,24.2,5,5,Квартира,Вторичка
249,https://odintsovo.cian.ru/sale/flat/301856676/,1,9580000,203830,Кунцевская,16,47,24,11,Квартира,Вторичка
250,https://www.cian.ru/sale/flat/301856674/,2,36000000,450000,Шелепиха,14,80,4,3,Квартира,Вторичка
251,https://vidnoye.cian.ru/sale/flat/301856659/,2,10700000,178333,Бульвар Дмитрия Донского,13,60,20,10,Квартира,Вторичка
252,https://www.cian.ru/sale/flat/301856646/,1,17000000,441558,Алексеевская,5,38.5,17,6,Квартира,Вторичка
253,https://www.cian.ru/sale/flat/301856640/,2,13250000,294444,Люблино,3,45,14,12,Квартира,Вторичка
254,https://www.cian.ru/sale/flat/301856635/,1,9850000,295796,Партизанская,10,33.3,5,4,Апартаменты,Вторичка
255,https://www.cian.ru/sale/flat/301856590/,6,740000000,569231,Фрунзенская,6,1,5,1,Квартира,Вторичка
256,https://www.cian.ru/sale/flat/301856511/,1,7700000,285185,Сокол,18,27,19,5,Апартаменты,Вторичка
257,https://www.cian.ru/sale/flat/301856501/,2,20500000,410000,Чертановская,1,50,22,5,Квартира,Вторичка
258,https://www.cian.ru/sale/flat/301856491/,2,13100000,294382,Красный Балтиец,7,44.5,9,7,Квартира,Вторичка
259,https://www.cian.ru/sale/flat/301856304/,4,64990000,422013,Ломоносовский проспект,16,154,16,4,Квартира,Вторичка
260,https://khimki.cian.ru/sale/flat/301856302/,1,12000000,266667,Химки,12,45,24,4,Квартира,Вторичка
261,https://www.cian.ru/sale/flat/301856291/,2,19000000,417582,Воронцовская,7,45.5,34,19,Квартира,Вторичка
262,https://reutov.cian.ru/sale/flat/301856285/,1,9950000,268919,Новокосино,7,37,9,5,Квартира,Вторичка
263,https://lyubertsy.cian.ru/sale/flat/301856183/,1,6350000,176880,Некрасовка,6,35.9,17,2,Квартира,Вторичка
264,https://www.cian.ru/sale/flat/301856089/,2,12100000,286052,Бабушкинская,11,42.3,9,3,Квартира,Вторичка
265,https://odintsovo.cian.ru/sale/flat/301856057/,2,11950000,225472,Кунцевская,11,53,15,4,Квартира,Вторичка
266,https://www.cian.ru/sale/flat/301856046/,2,12900000,300000,Планерная,9,43,12,7,Квартира,Вторичка
267,https://www.cian.ru/sale/flat/301856044/,2,21700000,374138,Молодёжная,14,58,22,8,Квартира,Вторичка
268,https://www.cian.ru/sale/flat/301856041/,3,25500000,326923,Авиамоторная,1,78,8,5,Квартира,Вторичка
269,https://www.cian.ru/sale/flat/301855947/,1,14800000,475884,Новогиреево,4,31.1,23,22,Квартира,Вторичка
270,https://krasnogorsk.cian.ru/sale/flat/301855867/,3,17800000,240541,Пятницкое шоссе,4,74,16,10,Квартира,Вторичка
271,https://lyubertsy.cian.ru/sale/flat/301855849/,1,7300000,214706,Некрасовка,8,34,24,8,Квартира,Новостройка
272,https://www.cian.ru/sale/flat/301855747/,2,14000000,265152,Новогиреево,17,52.8,22,8,Квартира,Вторичка
273,https://krasnogorsk.cian.ru/sale/flat/301855731/,1,6500000,214521,Красногорская,15,30.3,5,5,Квартира,Вторичка
274,https://www.cian.ru/sale/flat/301855705/,3,24600000,323684,Яхромская,19,76,14,14,Квартира,Вторичка
275,https://www.cian.ru/sale/flat/301855683/,2,32000000,737327,Шелепиха,5,43.4,15,12,Квартира,Вторичка
276,https://www.cian.ru/sale/flat/301855571/,2,20000000,312012,Рассказовка,6,64.1,22,16,Квартира,Вторичка
277,https://www.cian.ru/sale/flat/301855538/,1,12400000,326316,Медведково,11,38,14,6,Квартира,Вторичка
278,https://www.cian.ru/sale/flat/301855530/,1,9500000,312500,Первомайская,12,30.4,5,1,Квартира,Вторичка
279,https://www.cian.ru/sale/flat/301855522/,2,12500000,290698,Белокаменная,18,43,5,2,Квартира,Вторичка
280,https://www.cian.ru/sale/flat/301855502/,1,21900000,625714,Народное Ополчение,10,35,57,45,Квартира,Вторичка
281,https://www.cian.ru/sale/flat/301855337/,2,19900000,313386,Генерала Тюленева, откроется в 2025,63.5,16,4,Квартира,Вторичка
282,https://odintsovo.cian.ru/sale/flat/301855328/,1,8890000,227949,Немчиновка,19,39,33,30,Квартира,Вторичка
283,https://odintsovo.cian.ru/sale/flat/301855315/,1,10500000,262500,Рассказовка,19,40,25,5,Квартира,Вторичка
284,https://www.cian.ru/sale/flat/301855100/,3,14300000,275000,Беломорская,11,52,9,9,Квартира,Вторичка
285,https://www.cian.ru/sale/flat/301855086/,1,18490000,443405,Авиамоторная,11,41.7,26,5,Квартира,Вторичка
286,https://www.cian.ru/sale/flat/301854883/,2,17900000,350980,Ольховая,20,51,9,4,Квартира,Вторичка
287,https://www.cian.ru/sale/flat/301854794/,2,17250000,287980,Борисово,6,59.9,17,7,Квартира,Вторичка
288,https://podolsk.cian.ru/sale/flat/301854678/,2,10200000,156923,Силикатная,11,65,17,6,Квартира,Вторичка
289,https://lyubertsy.cian.ru/sale/flat/301854656/,3,11700000,172059,Некрасовка,6,68,17,8,Апартаменты,Вторичка
290,https://www.cian.ru/sale/flat/301854629/,1,11150000,348438,Лианозово,3,32,9,4,Квартира,Вторичка
291,https://www.cian.ru/sale/flat/301854627/,1,8950000,285032,Перово,16,31.4,5,5,Квартира,Вторичка
292,https://khimki.cian.ru/sale/flat/301854616/,3,12000000,157895,Химки,9,76,5,5,Квартира,Вторичка
293,https://www.cian.ru/sale/flat/301854571/,5,61499999,304365,Профсоюзная,12,202.06,22,3,Квартира,Вторичка
294,https://www.cian.ru/sale/flat/301854570/,3,54999999,323529,Профсоюзная,12,170,17,3,Квартира,Вторичка
295,https://www.cian.ru/sale/flat/301854569/,4,19999999,190476,Царицыно,5,105,18,17,Квартира,Вторичка
296,https://www.cian.ru/sale/flat/301854528/,3,20500000,277027,Озёрная,5,74,17,4,Квартира,Вторичка
297,https://www.cian.ru/sale/flat/301854495/,1,9500000,279412,Рязанский проспект,8,34,9,3,Квартира,Вторичка
298,https://www.cian.ru/sale/flat/301854475/,2,9400000,268571,Измайловская,14,35,8,8,Квартира,Вторичка
299,https://www.cian.ru/sale/flat/301854467/,2,16500000,266129,Потапово, откроется в 2024,62,14,5,Квартира,Вторичка
300,https://www.cian.ru/sale/flat/301854466/,1,16800000,510638,Волгоградский проспект,15,32.9,30,28,Квартира,Вторичка
301,https://krasnogorsk.cian.ru/sale/flat/301854463/,1,7000000,218750,Волоколамская,7,32,17,16,Квартира,Вторичка
302,https://www.cian.ru/sale/flat/301854465/,2,15800000,306202,Верхние Лихоборы,3,51.6,17,15,Квартира,Вторичка
303,https://www.cian.ru/sale/flat/301854414/,1,12000000,333333,Войковская,14,36,9,2,Квартира,Вторичка
304,https://lyubertsy.cian.ru/sale/flat/301854398/,3,7600000,136937,Малаховка,4,55.5,4,2,Квартира,Вторичка
305,https://www.cian.ru/sale/flat/301854378/,1,14000000,378378,Академическая,20,37,14,11,Квартира,Вторичка
306,https://www.cian.ru/sale/flat/301854376/,1,13200000,342857,Медведково,17,38.5,18,12,Квартира,Вторичка
307,https://www.cian.ru/sale/flat/301854348/,1,12300000,343575,Бабушкинская,11,35.8,14,11,Квартира,Вторичка
308,https://www.cian.ru/sale/flat/301854347/,2,10900000,285340,Яхромская,10,38.2,12,7,Квартира,Вторичка
309,https://www.cian.ru/sale/flat/301854332/,2,11500000,227273,Щербинка,4,50.6,9,1,Квартира,Вторичка
310,https://vidnoye.cian.ru/sale/flat/301854330/,2,9999000,181800,Бульвар Дмитрия Донского,12,55,25,22,Квартира,Вторичка
311,https://www.cian.ru/sale/flat/301854309/,1,6750000,180481,Троицк, откроется в 2025,37.4,17,10,Квартира,Вторичка
312,https://odintsovo.cian.ru/sale/flat/301854203/,1,9600000,213808,Кунцевская,15,44.9,24,19,Квартира,Вторичка
313,https://www.cian.ru/sale/flat/301854077/,3,38900000,518667,Аминьевская,5,75,27,5,Квартира,Вторичка
314,https://www.cian.ru/sale/flat/301854000/,1,8500000,341365,Молжаниново,19,24.9,15,8,Квартира,Вторичка
315,https://www.cian.ru/sale/flat/301853939/,2,15100000,280148,Шипиловская,4,53.9,12,7,Квартира,Вторичка
316,https://www.cian.ru/sale/flat/301853937/,3,26500000,408951,Хорошёвская,10,64.8,22,2,Апартаменты,Вторичка
317,https://krasnogorsk.cian.ru/sale/flat/301853890/,3,13000000,162500,Митино,13,80,25,4,Квартира,Вторичка
318,https://www.cian.ru/sale/flat/301853806/,1,20400000,485714,Автозаводская,13,42,24,12,Квартира,Вторичка
319,https://www.cian.ru/sale/flat/301853795/,2,15500000,238462,Пыхтино,12,65,17,11,Квартира,Вторичка
320,https://www.cian.ru/sale/flat/301853782/,2,18550000,309167,Новаторская,4,60,22,4,Квартира,Вторичка
321,https://www.cian.ru/sale/flat/301853774/,4,55600000,396576,Багратионовская,9,140.2,24,14,Квартира,Вторичка
322,https://www.cian.ru/sale/flat/301853773/,1,17500000,467914,Отрадное,18,37.4,22,7,Квартира,Вторичка
323,https://www.cian.ru/sale/flat/301853757/,1,11400000,302387,Беломорская,11,37.7,17,6,Квартира,Вторичка
324,https://www.cian.ru/sale/flat/301853721/,5,63000000,296039,Коммунарка,8,212.81,10,9,Квартира,Вторичка
325,https://www.cian.ru/sale/flat/301853717/,1,21900000,536765,Народное Ополчение,7,40.8,22,3,Квартира,Вторичка
326,https://www.cian.ru/sale/flat/301853712/,2,16990000,350309,Бульвар Рокоссовского,10,48.5,33,7,Квартира,Новостройка
327,https://mytishchi.cian.ru/sale/flat/301853705/,1,7100000,211940,Медведково,9,33.5,12,8,Квартира,Вторичка
328,https://www.cian.ru/sale/flat/301853703/,3,36000000,403587,Измайловская,18,89.2,5,3,Квартира,Вторичка
329,https://www.cian.ru/sale/flat/301853694/,1,15500000,405759,Отрадное,20,38.2,22,19,Квартира,Вторичка
330,https://www.cian.ru/sale/flat/301853596/,2,9400000,207965,Пражская,7,45.2,9,1,Квартира,Вторичка
331,https://www.cian.ru/sale/flat/301853576/,1,14800000,422857,Волгоградский проспект,17,35,12,3,Квартира,Вторичка
332,https://www.cian.ru/sale/flat/301853568/,2,11100000,270732,Ясенево,17,41,9,8,Квартира,Вторичка
333,https://www.cian.ru/sale/flat/301853541/,1,13500000,540000,ЗИЛ,17,25,25,12,Квартира,Вторичка
334,https://www.cian.ru/sale/flat/301853490/,2,19500000,364486,Университет,12,53.5,5,1,Квартира,Вторичка
335,https://www.cian.ru/sale/flat/301853469/,2,19990000,481687,Кунцевская,4,41.5,29,7,Квартира,Вторичка
336,https://www.cian.ru/sale/flat/301853419/,3,43000000,537500,Баррикадная,7,80,10,6,Квартира,Вторичка
337,https://www.cian.ru/sale/flat/301853343/,1,5500000,259434,Ботанический сад,14,21.2,17,9,Апартаменты,Вторичка
338,https://zhukovsky.cian.ru/sale/flat/301853329/,3,7990000,139685,Ильинская,3,57.2,5,3,Квартира,Вторичка
339,https://krasnogorsk.cian.ru/sale/flat/301853282/,1,14300000,275000,Пенягино,16,52,13,11,Квартира,Вторичка
340,https://zhukovsky.cian.ru/sale/flat/301853276/,1,4400000,142857,Ильинская,15,30.8,5,3,Квартира,Вторичка
341,https://www.cian.ru/sale/flat/301853274/,1,30000000,552486,Белорусская,8,54.3,21,11,Апартаменты,Новостройка
342,https://www.cian.ru/sale/flat/301853254/,1,13500000,321429,Солнцево,14,42,24,21,Квартира,Вторичка
343,https://www.cian.ru/sale/flat/301853251/,4,49900000,364234,Тропарёво,15,137,22,5,Квартира,Вторичка
344,https://www.cian.ru/sale/flat/301853197/,3,150000000,937500,Профсоюзная,16,160,13,7,Квартира,Вторичка
345,https://krasnogorsk.cian.ru/sale/flat/301853195/,1,8950000,172115,Павшино,14,52,25,16,Квартира,Вторичка
346,https://www.cian.ru/sale/flat/301853055/,2,30300000,500826,Бутырская,10,60.5,22,6,Квартира,Новостройка
347,https://www.cian.ru/sale/flat/301853042/,1,19700000,635484,Улица 1905 года,4,31,9,9,Квартира,Вторичка
348,https://www.cian.ru/sale/flat/301852964/,2,18800000,444444,Проспект Мира,6,42.3,9,8,Квартира,Вторичка
349,https://www.cian.ru/sale/flat/301852848/,2,16000000,341151,Щёлковская,3,46.9,14,1,Квартира,Вторичка
350,https://www.cian.ru/sale/flat/301852839/,1,50800000,889667,Ломоносовский проспект,8,57.1,11,3,Квартира,Вторичка
351,https://www.cian.ru/sale/flat/301852800/,1,14300000,376316,Раменки,7,38,17,1,Квартира,Вторичка
352,https://vidnoye.cian.ru/sale/flat/301852769/,3,9500000,161017,Бульвар Дмитрия Донского,12,59,25,17,Квартира,Вторичка
353,https://www.cian.ru/sale/flat/301852767/,1,21000000,549738,Народное Ополчение,10,38.2,62,24,Квартира,Вторичка
354,https://www.cian.ru/sale/flat/301852746/,2,12460000,327034,Филатов Луг,9,38.1,15,9,Квартира,Вторичка
355,https://www.cian.ru/sale/flat/301852704/,1,7600000,215909,Подрезково,17,35.2,27,3,Квартира,Вторичка
356,https://www.cian.ru/sale/flat/301852700/,1,21200000,410853,Воронцовская,7,51.6,34,10,Квартира,Вторичка
357,https://www.cian.ru/sale/flat/301852695/,3,41500000,477011,Терехово ,5,87,23,5,Квартира,Новостройка
358,https://www.cian.ru/sale/flat/301852679/,1,8499999,268139,Некрасовка,5,31.7,17,13,Квартира,Вторичка
359,https://www.cian.ru/sale/flat/301852667/,2,15700000,423181,Поклонная,19,37.1,9,8,Квартира,Вторичка
360,https://aprelevka.cian.ru/sale/flat/301852658/,2,7600000,168514,Апрелевка,8,45.1,4,2,Квартира,Вторичка
361,https://www.cian.ru/sale/flat/301852641/,2,15500000,305118,Бульвар Дмитрия Донского,3,50.8,17,4,Квартира,Вторичка
362,https://www.cian.ru/sale/flat/301852616/,4,45000000,381356,Аэропорт,13,118,7,4,Квартира,Вторичка
363,https://www.cian.ru/sale/flat/301852592/,3,63000000,700000,Киевская,3,90,14,2,Квартира,Вторичка
364,https://www.cian.ru/sale/flat/301852555/,2,17000000,442708,Верхние Лихоборы,6,38.4,27,23,Квартира,Вторичка
365,https://www.cian.ru/sale/flat/301852553/,4,58559390,564700,Раменки,3,103.7,17,4,Квартира,Новостройка
366,https://odintsovo.cian.ru/sale/flat/301852549/,1,7500000,230061,Рассказовка,16,32.6,15,15,Квартира,Вторичка
367,https://www.cian.ru/sale/flat/301852503/,4,103438700,694219,Минская,5,149,14,14,Квартира,Вторичка
368,https://www.cian.ru/sale/flat/301852488/,3,16000000,235294,Печатники,16,68,12,3,Квартира,Вторичка
369,https://www.cian.ru/sale/flat/301852472/,2,11900000,251055,Шипиловская,10,47.4,12,4,Квартира,Вторичка
370,https://lyubertsy.cian.ru/sale/flat/301852461/,1,6300000,215753,Люберцы,7,29.2,25,25,Квартира,Вторичка
371,https://www.cian.ru/sale/flat/301852460/,1,23000000,480167,ЗИЛ,14,47.9,13,13,Квартира,Вторичка
372,https://www.cian.ru/sale/flat/301852458/,3,39000000,497449,Достоевская,7,78.4,9,9,Квартира,Вторичка
373,https://balashikha.cian.ru/sale/flat/301852457/,2,8200000,133987,Новокосино,12,61.2,5,4,Квартира,Вторичка
374,https://www.cian.ru/sale/flat/301852454/,2,12800000,285714,Кузьминки,8,44.8,5,4,Квартира,Вторичка
375,https://lyubertsy.cian.ru/sale/flat/301852443/,1,5500000,161765,Некрасовка,10,34,6,1,Квартира,Вторичка
376,https://www.cian.ru/sale/flat/301852385/,3,30490000,352486,Аминьевская,8,86.5,39,10,Квартира,Вторичка
377,https://www.cian.ru/sale/flat/301852331/,1,16950000,459350,Авиамоторная,11,36.9,26,5,Квартира,Вторичка
378,https://www.cian.ru/sale/flat/301852319/,1,9000000,286624,Рязанский проспект,18,31.4,9,1,Квартира,Вторичка
379,https://www.cian.ru/sale/flat/301852288/,3,19000000,246753,Варшавская,4,77,8,4,Квартира,Вторичка
380,https://www.cian.ru/sale/flat/301852279/,2,23000000,409253,Профсоюзная,11,56.2,17,13,Квартира,Вторичка
381,https://www.cian.ru/sale/flat/301852258/,2,14990000,288269,Семёновская,5,52,16,12,Квартира,Вторичка
382,https://www.cian.ru/sale/flat/301852255/,2,22900000,558537,Фили,14,41,25,15,Квартира,Вторичка
383,https://www.cian.ru/sale/flat/301852239/,1,3700000,246667,Некрасовка,11,15,19,2,Квартира,Вторичка
384,https://www.cian.ru/sale/flat/301852194/,1,6749999,236014,Окружная,2,28.6,5,1,Апартаменты,Вторичка
385,https://www.cian.ru/sale/flat/301852120/,1,10900000,314121,Люблино,10,34.7,16,9,Квартира,Вторичка
386,https://www.cian.ru/sale/flat/301852116/,2,21000000,388889,Бульвар Дмитрия Донского,15,54,19,3,Квартира,Вторичка
387,https://www.cian.ru/sale/flat/301852112/,1,10500000,270619,Красногвардейская,15,38.8,14,4,Квартира,Вторичка
388,https://www.cian.ru/sale/flat/301852093/,2,20000000,425532,Воронцовская,7,47,34,14,Квартира,Вторичка
390,https://mytishchi.cian.ru/sale/flat/301852009/,2,10499000,203864,Медведково,9,51.5,18,12,Квартира,Вторичка
391,https://www.cian.ru/sale/flat/301851949/,1,7399999,252560,Окружная,4,29.3,5,4,Апартаменты,Вторичка
392,https://www.cian.ru/sale/flat/301851932/,2,37300000,425314,Зюзино,8,87.7,24,14,Квартира,Вторичка
393,https://www.cian.ru/sale/flat/301851912/,1,14900000,451515,ЦСКА,10,33,15,3,Апартаменты,Вторичка
394,https://www.cian.ru/sale/flat/301851866/,3,21000000,288858,Озёрная,5,72.7,17,3,Квартира,Вторичка
395,https://www.cian.ru/sale/flat/301851864/,3,15000000,256410,Планерная,13,58.5,9,8,Квартира,Вторичка
396,https://www.cian.ru/sale/flat/301851855/,1,11500000,333333,Филатов Луг,6,34.5,15,7,Квартира,Вторичка
397,https://www.cian.ru/sale/flat/301851799/,1,13200000,349206,Яхромская,12,37.8,17,16,Квартира,Вторичка
398,https://www.cian.ru/sale/flat/301851794/,1,10900000,311429,Отрадное,6,35,16,11,Квартира,Вторичка
399,https://www.cian.ru/sale/flat/301851791/,4,55000000,401753,Семёновская,20,136.9,16,5,Квартира,Вторичка
400,https://odintsovo.cian.ru/sale/flat/301851784/,1,7400000,202740,Рассказовка,18,36.5,9,6,Квартира,Вторичка
401,https://www.cian.ru/sale/flat/301851769/,3,52000000,597701,Аминьевская,8,87,31,14,Квартира,Вторичка
402,https://www.cian.ru/sale/flat/301851731/,2,11000000,248869,Кузьминки,15,44.2,5,1,Квартира,Вторичка
403,https://lyubertsy.cian.ru/sale/flat/301851729/,1,4950000,207113,Котельники,10,23.9,17,5,Квартира,Вторичка
404,https://www.cian.ru/sale/flat/301851702/,2,14500000,322222,Ясенево,6,45,9,4,Квартира,Вторичка
405,https://www.cian.ru/sale/flat/301851653/,1,15300000,390306,Окружная,11,39.2,19,6,Квартира,Вторичка
406,https://www.cian.ru/sale/flat/301851608/,2,13999000,330946,Народное Ополчение,5,42.3,5,2,Квартира,Вторичка
407,https://www.cian.ru/sale/flat/301851597/,3,16000000,275862,Беломорская,8,58,9,7,Квартира,Вторичка
408,https://www.cian.ru/sale/flat/301851574/,2,17000000,287648,Кузьминки,10,59.1,24,7,Квартира,Вторичка
409,https://www.cian.ru/sale/flat/301851524/,1,9000000,257143,Кунцевская,8,35,16,7,Квартира,Вторичка
410,https://khimki.cian.ru/sale/flat/301851522/,2,16100000,221458,Химки,14,72.7,25,3,Квартира,Вторичка
411,https://khimki.cian.ru/sale/flat/301851469/,2,7600000,172727,Планерная,9,44,9,9,Квартира,Вторичка
412,https://www.cian.ru/sale/flat/301851415/,2,11200000,248889,Окская,8,45,9,5,Квартира,Вторичка
413,https://vidnoye.cian.ru/sale/flat/301851412/,1,14000000,314607,Домодедовская,8,44.5,5,4,Квартира,Вторичка
414,https://www.cian.ru/sale/flat/301851395/,2,13400000,293860,Войковская,15,45.6,9,3,Квартира,Вторичка
415,https://www.cian.ru/sale/flat/301851374/,1,11190000,417537,Крымская,10,26.8,9,8,Квартира,Вторичка
416,https://www.cian.ru/sale/flat/301851349/,2,30900000,542105,Хорошёвская,5,57,29,12,Квартира,Вторичка
417,https://www.cian.ru/sale/flat/301851285/,3,16000000,250000,Южная,3,64,12,4,Квартира,Вторичка
418,https://www.cian.ru/sale/flat/301851247/,2,13950000,325935,Сетунь,12,42.8,5,3,Квартира,Вторичка
419,https://www.cian.ru/sale/flat/301851226/,1,24900000,587264,Аминьевская,4,42.4,29,24,Квартира,Вторичка
420,https://www.cian.ru/sale/flat/301851212/,2,13705690,343501,Саларьево,12,39.9,12,5,Квартира,Новостройка
421,https://kotelniki.cian.ru/sale/flat/301851149/,1,7900000,188995,Котельники,4,41.8,24,9,Квартира,Вторичка
422,https://kotelniki.cian.ru/sale/flat/301851148/,4,14250000,95000,Котельники,20,150,18,18,Апартаменты,Вторичка
423,https://www.cian.ru/sale/flat/301851083/,3,33500000,356763,Народное Ополчение,18,93.9,22,16,Квартира,Вторичка
424,https://www.cian.ru/sale/flat/301851055/,3,37000000,328889,Речной вокзал,15,112.5,25,15,Квартира,Вторичка
425,https://kotelniki.cian.ru/sale/flat/301850985/,1,7700000,301961,Котельники,6,25.5,33,8,Квартира,Вторичка
426,https://www.cian.ru/sale/flat/301850966/,1,12495000,439965,Динамо,4,28.4,12,8,Квартира,Вторичка
427,https://www.cian.ru/sale/flat/301850943/,1,19500000,620426,Белорусская,8,31.43,21,3,Апартаменты,Новостройка
428,https://www.cian.ru/sale/flat/301850930/,2,14700000,214286,Бунинская аллея,5,68.6,21,16,Квартира,Вторичка
429,https://www.cian.ru/sale/flat/301850920/,2,35600000,644928,Бауманская,6,55.2,9,2,Апартаменты,Вторичка
430,https://www.cian.ru/sale/flat/301850902/,1,22000000,493274,Фили,4,44.6,28,28,Квартира,Вторичка
431,https://www.cian.ru/sale/flat/301850901/,1,20900000,471783,Фили,4,44.3,28,20,Квартира,Вторичка
432,https://www.cian.ru/sale/flat/301850899/,1,20600000,466063,Фили,4,44.2,28,17,Квартира,Вторичка
433,https://khimki.cian.ru/sale/flat/301850897/,3,8500000,141667,Сходненская,8,60,9,3,Квартира,Вторичка
434,https://www.cian.ru/sale/flat/301850797/,2,12300000,251534,Щёлковская,4,48.9,9,8,Квартира,Вторичка
435,https://krasnogorsk.cian.ru/sale/flat/301850742/,1,8400000,236620,Митино,7,35.5,17,3,Квартира,Вторичка
436,https://www.cian.ru/sale/flat/301850739/,1,8300000,353191,Братиславская,5,23.5,25,22,Квартира,Вторичка
437,https://krasnogorsk.cian.ru/sale/flat/301850709/,1,6550000,179945,Митино,9,36.4,9,2,Квартира,Вторичка
438,https://odintsovo.cian.ru/sale/flat/301850640/,2,8700000,168605,Лесной Городок,8,51.6,5,5,Квартира,Вторичка
439,https://www.cian.ru/sale/flat/301850597/,1,11950000,339489,Кантемировская,11,35.2,12,4,Квартира,Вторичка
440,https://krasnogorsk.cian.ru/sale/flat/301850574/,1,7700000,171111,Волоколамская,7,45,17,17,Квартира,Вторичка
441,https://www.cian.ru/sale/flat/301850565/,1,28700000,737789,Баррикадная,10,38.9,14,10,Квартира,Вторичка
442,https://ramenskoye.cian.ru/sale/flat/301850563/,1,7500000,144231,Раменское,15,52,12,2,Квартира,Вторичка
443,https://www.cian.ru/sale/flat/301850553/,1,7000000,411765,Окружная,6,17,5,3,Апартаменты,Вторичка
444,https://www.cian.ru/sale/flat/301850536/,2,18000000,300000,Юго-Западная,11,60,12,1,Квартира,Вторичка
445,https://www.cian.ru/sale/flat/301850533/,3,13000000,216667,Боровское шоссе,4,60,9,8,Квартира,Вторичка
446,https://ramenskoye.cian.ru/sale/flat/301850523/,2,4950000,117857,Ипподром,14,42,4,4,Квартира,Вторичка
447,https://www.cian.ru/sale/flat/301850521/,3,40000000,392157,Технопарк,14,102,18,7,Квартира,Вторичка
448,https://kotelniki.cian.ru/sale/flat/301850513/,3,14000000,211480,Котельники,16,66.2,17,2,Квартира,Вторичка
449,https://balashikha.cian.ru/sale/flat/301850510/,1,6900000,153333,Некрасовка,10,45,17,17,Квартира,Вторичка
450,https://balashikha.cian.ru/sale/flat/301850462/,1,6100000,161376,Железнодорожная,20,37.8,17,15,Квартира,Вторичка
451,https://krasnogorsk.cian.ru/sale/flat/301850426/,1,8000000,209424,Нахабино,14,38.2,17,17,Квартира,Вторичка
452,https://www.cian.ru/sale/flat/301850410/,1,12800000,320000,Солнцево,8,40,12,12,Квартира,Вторичка
453,https://www.cian.ru/sale/flat/301850400/,2,20999999,525000,Аминьевская,8,40,43,10,Квартира,Вторичка
454,https://www.cian.ru/sale/flat/301850388/,2,13300000,295556,Народное Ополчение,8,45,5,2,Квартира,Вторичка
455,https://odintsovo.cian.ru/sale/flat/301850379/,2,12300000,186364,Кунцевская,14,66,22,1,Квартира,Вторичка
