,Ссылка,Комнаты,Цена,Цена за метр,Метро,Время до метро(мин),Площадь(м2),Максимальный этаж,Этаж,Тип строения,Тип жилья
456,https://kotelniki.cian.ru/sale/flat/301850377/,2,10000000,256410,Котельники,15,39,12,1,Квартира,Вторичка
457,https://www.cian.ru/sale/flat/301850362/,3,50000000,550661,Фили,4,90.8,25,4,Квартира,Вторичка
458,https://www.cian.ru/sale/flat/301850361/,2,15500000,231343,Бульвар Адмирала Ушакова,6,67,17,5,Квартира,Новостройка
459,https://www.cian.ru/sale/flat/301850288/,2,18900000,429545,Петровско-Разумовская,2,44,9,9,Квартира,Вторичка
460,https://www.cian.ru/sale/flat/301850278/,2,11500000,260181,Солнцево,13,44.2,5,1,Квартира,Вторичка
462,https://www.cian.ru/sale/flat/301850265/,1,7200000,216216,Бунинская аллея,15,33.3,16,10,Квартира,Вторичка
463,https://www.cian.ru/sale/flat/301850256/,2,16500000,323529,Митино,1,51,17,4,Квартира,Вторичка
464,https://www.cian.ru/sale/flat/301850253/,2,15000000,312500,Верхние Лихоборы,6,48,12,2,Квартира,Вторичка
465,https://www.cian.ru/sale/flat/301850235/,1,22500000,471698,Фили,16,47.7,21,3,Апартаменты,Вторичка
466,https://www.cian.ru/sale/flat/301850221/,3,24500000,298417,Пролетарская,10,82.1,6,3,Квартира,Вторичка
467,https://www.cian.ru/sale/flat/301850186/,2,15300000,299413,Физтех,8,51.1,14,11,Квартира,Вторичка
468,https://balashikha.cian.ru/sale/flat/301850177/,2,5700000,128378,Новокосино,12,44.4,4,4,Квартира,Вторичка
469,https://www.cian.ru/sale/flat/301850159/,1,8999999,403587,Бунинская аллея,15,22.3,23,13,Квартира,Вторичка
470,https://www.cian.ru/sale/flat/301850093/,2,30000000,400000,Аминьевская,7,75,25,20,Квартира,Вторичка
471,https://www.cian.ru/sale/flat/301849893/,1,11500000,292621,Филатов Луг,7,39.3,12,3,Квартира,Вторичка
472,https://www.cian.ru/sale/flat/301849890/,1,11850000,398990,Партизанская,3,29.7,33,29,Квартира,Новостройка
473,https://www.cian.ru/sale/flat/301849786/,2,11050000,166165,Силикатная,13,66.5,10,7,Квартира,Вторичка
474,https://www.cian.ru/sale/flat/301849715/,1,8290000,255077,Рязанский проспект,13,32.5,9,5,Квартира,Вторичка
475,https://www.cian.ru/sale/flat/301849619/,1,12100000,331507,Долгопрудная,7,36.5,14,8,Квартира,Вторичка
476,https://www.cian.ru/sale/flat/301849594/,1,6500000,166667,Мичуринец,11,39,3,3,Квартира,Вторичка
477,https://www.cian.ru/sale/flat/301849528/,2,14500000,330296,Багратионовская,6,43.9,5,1,Квартира,Вторичка
478,https://zhukovsky.cian.ru/sale/flat/301849525/,3,7850000,137719,Ильинская,4,57,9,9,Квартира,Вторичка
479,https://www.cian.ru/sale/flat/301849482/,3,43500000,524096,Раменки,10,83,52,6,Квартира,Вторичка
480,https://www.cian.ru/sale/flat/301849434/,1,12000000,342857,Кунцевская,15,35,12,9,Квартира,Вторичка
481,https://reutov.cian.ru/sale/flat/301849420/,1,8350000,308118,Новокосино,19,27.1,27,6,Квартира,Вторичка
482,https://www.cian.ru/sale/flat/301849403/,2,22000000,415094,Тропарёво,4,53,14,3,Квартира,Вторичка
483,https://balashikha.cian.ru/sale/flat/301849400/,3,9900000,152425,Новокосино,17,64.95,18,14,Квартира,Вторичка
484,https://khimki.cian.ru/sale/flat/301849373/,2,9600000,211454,Беломорская,12,45.4,17,10,Квартира,Вторичка
485,https://ramenskoye.cian.ru/sale/flat/301849350/,1,5880000,212274,Фабричная,5,27.7,17,12,Квартира,Вторичка
486,https://www.cian.ru/sale/flat/301849331/,1,11500000,328571,Октябрьское поле,7,35,5,5,Квартира,Вторичка
487,https://www.cian.ru/sale/flat/301849317/,2,13200000,293333,Проспект Вернадского,10,45,14,11,Квартира,Вторичка
488,https://www.cian.ru/sale/flat/301849294/,3,23500000,313333,Коломенская,4,75,23,2,Квартира,Вторичка
489,https://ramenskoye.cian.ru/sale/flat/301849292/,3,15100000,139944,Ипподром,5,107.9,17,3,Квартира,Вторичка
490,https://www.cian.ru/sale/flat/301849270/,2,29000000,707317,Шелепиха,12,41,33,9,Квартира,Вторичка
491,https://www.cian.ru/sale/flat/301849268/,3,17200000,238227,Молодёжная,18,72.2,4,2,Квартира,Вторичка
492,https://www.cian.ru/sale/flat/301849249/,2,13500000,300000,Кузьминки,8,45,5,4,Квартира,Вторичка
493,https://ramenskoye.cian.ru/sale/flat/301849248/,1,5880000,211511,Фабричная,5,27.8,22,15,Квартира,Вторичка
494,https://www.cian.ru/sale/flat/301849245/,2,12350000,274444,Тёплый Стан,16,45,9,3,Квартира,Вторичка
495,https://www.cian.ru/sale/flat/301849243/,1,17100000,335953,Бабушкинская,13,50.9,5,3,Квартира,Вторичка
496,https://reutov.cian.ru/sale/flat/301849224/,1,13200000,232804,Новокосино,19,56.7,26,13,Квартира,Вторичка
497,https://www.cian.ru/sale/flat/301849196/,1,13300000,350000,Крылатское,8,38,17,17,Квартира,Вторичка
498,https://www.cian.ru/sale/flat/301849191/,1,12750000,335526,Рассказовка,2,38,22,9,Квартира,Вторичка
499,https://www.cian.ru/sale/flat/301849166/,1,10900000,325373,Тропарёво,10,33.5,22,11,Квартира,Вторичка
500,https://www.cian.ru/sale/flat/301849152/,1,7790000,389500,Ботанический сад,10,20,5,1,Апартаменты,Вторичка
501,https://www.cian.ru/sale/flat/301849128/,1,11000000,478261,Прокшино,6,23,19,5,Квартира,Новостройка
502,https://www.cian.ru/sale/flat/301849000/,2,21000000,336538,Аминьевская,13,62.4,25,4,Квартира,Вторичка
503,https://lyubertsy.cian.ru/sale/flat/301848826/,2,8250000,145760,Люберцы,20,56.6,9,2,Квартира,Вторичка
504,https://www.cian.ru/sale/flat/301848810/,2,10598000,235511,Чертановская,7,45,14,1,Квартира,Вторичка
505,https://www.cian.ru/sale/flat/301848748/,1,26500000,451448,Петровский Парк,6,58.7,7,4,Апартаменты,Вторичка
506,https://www.cian.ru/sale/flat/301848744/,1,10600000,278947,Красногвардейская,9,38,15,7,Квартира,Вторичка
507,https://www.cian.ru/sale/flat/301848701/,1,11200000,518519,Солнцево,15,21.6,22,9,Квартира,Вторичка
508,https://www.cian.ru/sale/flat/301848686/,1,11500000,328571,Щукинская,10,35,17,6,Квартира,Вторичка
509,https://www.cian.ru/sale/flat/301848675/,1,10500000,278515,Лухмановская,13,37.7,10,8,Квартира,Вторичка
510,https://www.cian.ru/sale/flat/301848672/,3,25800000,262195,Кожуховская,1,98.4,5,2,Квартира,Вторичка
511,https://www.cian.ru/sale/flat/301848667/,2,12300000,292857,Говорово,8,42,12,10,Квартира,Вторичка
512,https://www.cian.ru/sale/flat/301848650/,1,7250000,391892,Владыкино,7,18.5,5,4,Апартаменты,Вторичка
513,https://www.cian.ru/sale/flat/301848643/,3,550000000,2075472,Арбатская,12,265,5,3,Квартира,Вторичка
514,https://www.cian.ru/sale/flat/301848619/,4,51990000,374029,Рабочий посёлок,9,139,22,3,Квартира,Вторичка
515,https://www.cian.ru/sale/flat/301848519/,1,10250000,372727,Рассказовка,2,27.5,22,5,Квартира,Вторичка
516,https://www.cian.ru/sale/flat/301848447/,3,18500000,318966,Сходненская,9,58,12,1,Квартира,Вторичка
517,https://www.cian.ru/sale/flat/301848439/,2,36800000,541176,Университет,4,68,9,5,Квартира,Вторичка
518,https://reutov.cian.ru/sale/flat/301848436/,1,7700000,218750,Новокосино,17,35.2,25,13,Квартира,Вторичка
519,https://www.cian.ru/sale/flat/301848401/,1,7500000,375000,Бунинская аллея,6,20,18,9,Квартира,Вторичка
520,https://www.cian.ru/sale/flat/301848359/,3,18500000,190722,Бунинская аллея,12,97,14,8,Квартира,Вторичка
521,https://www.cian.ru/sale/flat/301848332/,2,16800000,432321,Варшавская,19,38.86,9,7,Квартира,Новостройка
522,https://www.cian.ru/sale/flat/301848322/,1,10100000,259640,Зябликово,14,38.9,17,17,Квартира,Вторичка
523,https://www.cian.ru/sale/flat/301848272/,2,27800000,463333,Университет,15,60,8,8,Квартира,Вторичка
524,https://www.cian.ru/sale/flat/301848255/,2,15000000,318471,Проспект Вернадского,11,47.1,10,4,Квартира,Вторичка
525,https://podolsk.cian.ru/sale/flat/301848196/,1,5975000,179970,Подольск,4,33.2,9,6,Квартира,Вторичка
526,https://reutov.cian.ru/sale/flat/301848184/,2,10900000,186007,Новокосино,17,58.6,22,20,Квартира,Вторичка
527,https://lobnya.cian.ru/sale/flat/301848164/,3,13500000,156794,Физтех,18,86.1,17,8,Квартира,Вторичка
528,https://www.cian.ru/sale/flat/301848150/,3,30500000,501645,Нагатинский Затон,6,60.8,13,13,Квартира,Вторичка
529,https://www.cian.ru/sale/flat/301848142/,1,15000000,454545,Нижегородская,8,33,31,18,Квартира,Вторичка
530,https://www.cian.ru/sale/flat/301848103/,3,46400000,585859,Водный стадион,7,79.2,34,12,Квартира,Вторичка
531,https://www.cian.ru/sale/flat/301848086/,1,6199000,309950,Окружная,2,20,5,5,Апартаменты,Вторичка
532,https://odintsovo.cian.ru/sale/flat/301848070/,2,12599000,193831,Сколково,18,65,24,23,Квартира,Вторичка
533,https://vidnoye.cian.ru/sale/flat/301848012/,1,9500000,248042,Домодедовская,8,38.3,12,3,Квартира,Вторичка
534,https://www.cian.ru/sale/flat/301847990/,1,11500000,294872,Улица Академика Янгеля,3,39,12,7,Квартира,Вторичка
535,https://www.cian.ru/sale/flat/301847989/,1,8500000,260736,Выхино,11,32.6,9,4,Квартира,Вторичка
536,https://odintsovo.cian.ru/sale/flat/301847987/,3,18000000,180905,Рассказовка,19,99.5,16,7,Квартира,Вторичка
537,https://www.cian.ru/sale/flat/301847983/,2,22220000,505000,Новые Черёмушки,16,44,9,6,Квартира,Вторичка
538,https://www.cian.ru/sale/flat/301847980/,2,23750000,625000,Народное Ополчение,10,38,58,49,Квартира,Вторичка
539,https://www.cian.ru/sale/flat/301847857/,1,13000000,325000,Саларьево,15,40,25,8,Квартира,Вторичка
540,https://www.cian.ru/sale/flat/301847774/,1,10500000,297450,Яхромская,12,35.3,9,3,Квартира,Вторичка
541,https://www.cian.ru/sale/flat/301847765/,1,9000000,352941,Бульвар Рокоссовского,11,25.5,35,21,Квартира,Вторичка
542,https://odintsovo.cian.ru/sale/flat/301847676/,1,8500000,265625,Сколково,20,32,15,12,Квартира,Вторичка
543,https://www.cian.ru/sale/flat/301847633/,1,13500000,421875,Сокольники,7,32,12,3,Квартира,Вторичка
544,https://www.cian.ru/sale/flat/301847632/,1,6300000,340541,Ботанический сад,10,18.5,5,5,Апартаменты,Вторичка
545,https://zhukovsky.cian.ru/sale/flat/301847629/,1,5700000,175385,Ильинская,17,32.5,5,5,Квартира,Вторичка
546,https://www.cian.ru/sale/flat/301847627/,1,19900000,686207,Авиамоторная,11,29,27,20,Квартира,Вторичка
547,https://www.cian.ru/sale/flat/301847625/,2,17500000,296610,Филатов Луг,7,59,14,3,Квартира,Вторичка
548,https://www.cian.ru/sale/flat/301847601/,3,46000000,429907,Алексеевская,7,107,21,15,Квартира,Вторичка
549,https://www.cian.ru/sale/flat/301847577/,1,7950000,397500,Ботанический сад,10,20,5,1,Апартаменты,Вторичка
550,https://www.cian.ru/sale/flat/301847552/,3,19800000,265772,Академическая,13,74.5,4,1,Квартира,Вторичка
551,https://dolgoprudny.cian.ru/sale/flat/301847524/,2,12000000,226843,Ховрино,11,52.9,9,1,Квартира,Вторичка
552,https://www.cian.ru/sale/flat/301847513/,2,19500000,420259,Коломенская,4,46.4,26,26,Квартира,Новостройка
553,https://www.cian.ru/sale/flat/301847497/,2,17300000,317431,Озёрная,13,54.5,16,15,Квартира,Вторичка
554,https://www.cian.ru/sale/flat/301847487/,4,127300000,950000,Улица 1905 года,11,134,17,14,Квартира,Вторичка
555,https://www.cian.ru/sale/flat/301847441/,1,10800000,284211,Люблино,18,38,24,3,Квартира,Вторичка
556,https://www.cian.ru/sale/flat/301847437/,1,11300000,375415,Селигерская,13,30.1,22,11,Квартира,Вторичка
557,https://lyubertsy.cian.ru/sale/flat/301847427/,2,9000000,154110,Некрасовка,5,58.4,17,7,Квартира,Вторичка
558,https://www.cian.ru/sale/flat/301847425/,1,4950000,396000,Ботанический сад,10,12.5,5,1,Апартаменты,Вторичка
559,https://www.cian.ru/sale/flat/301847386/,3,12500000,208333,Саларьево,5,60,12,5,Квартира,Вторичка
560,https://www.cian.ru/sale/flat/301847378/,1,10900000,286842,Яхромская,18,38,16,6,Квартира,Вторичка
561,https://www.cian.ru/sale/flat/301847339/,3,89000000,892678,Ломоносовский проспект,4,99.7,9,5,Квартира,Вторичка
562,https://www.cian.ru/sale/flat/301847328/,1,10500000,299145,Водный стадион,14,35.1,12,2,Квартира,Вторичка
563,https://www.cian.ru/sale/flat/301847304/,3,14200000,253119,Улица Сергея Эйзенштейна,10,56.1,9,4,Квартира,Вторичка
564,https://www.cian.ru/sale/flat/301847303/,2,10700000,245977,Улица Академика Янгеля,20,43.5,9,7,Квартира,Вторичка
565,https://www.cian.ru/sale/flat/301847294/,3,31900000,425901,Мичуринский проспект,11,74.9,42,17,Квартира,Новостройка
566,https://www.cian.ru/sale/flat/301847293/,2,20000000,434783,Проспект Мира,5,46,9,1,Квартира,Вторичка
567,https://lyubertsy.cian.ru/sale/flat/301847274/,2,6700000,133733,Люберцы,11,50.1,3,2,Квартира,Вторичка
568,https://www.cian.ru/sale/flat/301847241/,3,21500000,298197,Медведково,4,72.1,16,5,Квартира,Вторичка
569,https://www.cian.ru/sale/flat/301847176/,2,15700000,299048,Молодёжная,20,52.5,12,4,Квартира,Вторичка
570,https://www.cian.ru/sale/flat/301847138/,2,22000000,431373,Академическая,9,51,37,31,Квартира,Вторичка
571,https://www.cian.ru/sale/flat/301847008/,2,23500000,510870,Полежаевская,14,46,21,2,Квартира,Вторичка
572,https://www.cian.ru/sale/flat/301846761/,3,22200000,412639,Пролетарская,14,53.8,16,3,Квартира,Вторичка
573,https://www.cian.ru/sale/flat/301846750/,1,19900000,426124,Профсоюзная,13,46.7,13,5,Квартира,Вторичка
574,https://www.cian.ru/sale/flat/301846739/,1,6350000,396875,Первомайская,17,16,6,3,Квартира,Вторичка
575,https://www.cian.ru/sale/flat/301846734/,2,16950000,297368,Улица Скобелевская,15,57,31,16,Квартира,Вторичка
576,https://www.cian.ru/sale/flat/301846710/,3,79950000,987037,Спортивная,2,81,8,2,Квартира,Вторичка
577,https://www.cian.ru/sale/flat/301846703/,1,11000000,316092,Озёрная,4,34.8,16,14,Квартира,Вторичка
578,https://www.cian.ru/sale/flat/301846701/,1,13000000,442177,Нагорная,4,29.4,26,13,Квартира,Вторичка
579,https://www.cian.ru/sale/flat/301846676/,2,19700000,386275,Новые Черёмушки,13,51,17,8,Квартира,Вторичка
580,https://balashikha.cian.ru/sale/flat/301846668/,1,7690000,196675,Кучино,4,39.1,17,14,Квартира,Вторичка
581,https://www.cian.ru/sale/flat/301846536/,1,12000000,401338,Аэропорт,17,29.9,9,9,Квартира,Вторичка
582,https://lyubertsy.cian.ru/sale/flat/301846490/,1,7990000,223184,Некрасовка,6,35.8,17,10,Квартира,Вторичка
583,https://www.cian.ru/sale/flat/301846458/,3,19949000,273274,Братиславская,12,73,17,4,Квартира,Вторичка
584,https://www.cian.ru/sale/flat/301846407/,2,11800000,261641,Южная,5,45.1,9,2,Квартира,Вторичка
585,https://www.cian.ru/sale/flat/301846244/,2,30000000,463822,Марьина Роща,6,64.68,55,29,Квартира,Вторичка
586,https://www.cian.ru/sale/flat/301845830/,1,14000000,398860,Сокол,16,35.1,6,3,Квартира,Вторичка
587,https://lyubertsy.cian.ru/sale/flat/301845820/,1,5600000,193103,Котельники,18,29,5,1,Квартира,Вторичка
588,https://krasnogorsk.cian.ru/sale/flat/301845813/,1,8150000,254688,Строгино,8,32,35,11,Апартаменты,Вторичка
589,https://www.cian.ru/sale/flat/301845800/,1,8300000,341564,Угрешская,6,24.3,32,12,Апартаменты,Новостройка
590,https://www.cian.ru/sale/flat/301845752/,3,30999999,415550,Менделеевская,5,74.6,5,5,Квартира,Вторичка
591,https://www.cian.ru/sale/flat/301845750/,2,17000000,326923,Площадь Ильича,14,52,9,1,Квартира,Вторичка
592,https://balashikha.cian.ru/sale/flat/301845659/,2,9500000,163793,Новокосино,14,58,20,14,Квартира,Вторичка
593,https://www.cian.ru/sale/flat/301845647/,1,10500000,271318,Пыхтино,8,38.7,22,14,Квартира,Вторичка
594,https://www.cian.ru/sale/flat/301845551/,3,110000000,591398,Деловой центр,2,186,75,37,Апартаменты,Вторичка
595,https://www.cian.ru/sale/flat/301845478/,2,10999990,244444,Кузьминки,8,45,5,2,Квартира,Вторичка
596,https://www.cian.ru/sale/flat/301845335/,3,28000000,409357,Спортивная,5,68.4,6,1,Квартира,Вторичка
597,https://www.cian.ru/sale/flat/301845171/,2,16800000,300000,Коптево,8,56,17,4,Квартира,Вторичка
598,https://lyubertsy.cian.ru/sale/flat/301845081/,1,6500000,222603,Люберцы,11,29.2,9,9,Квартира,Вторичка
599,https://www.cian.ru/sale/flat/301845029/,2,11300000,256236,Улица Академика Янгеля,17,44.1,9,3,Квартира,Вторичка
600,https://balashikha.cian.ru/sale/flat/301844997/,1,6500000,166667,Ольгино,17,39,17,5,Квартира,Вторичка
601,https://www.cian.ru/sale/flat/301844900/,1,15990000,499688,Аминьевская,5,32,17,6,Квартира,Вторичка
602,https://www.cian.ru/sale/flat/301844879/,3,32000000,578662,Фрунзенская,4,55.3,8,6,Квартира,Вторичка
603,https://lobnya.cian.ru/sale/flat/301844571/,2,8200000,158607,Лобня,12,51.7,16,11,Квартира,Вторичка
604,https://krasnogorsk.cian.ru/sale/flat/301844564/,2,8100000,134775,Аникеевка,13,60.1,5,4,Квартира,Вторичка
605,https://podolsk.cian.ru/sale/flat/301844465/,3,10000000,156250,Подольск,4,64,9,1,Квартира,Вторичка
606,https://www.cian.ru/sale/flat/301844116/,1,12000000,400000,Сокол,3,30,8,5,Квартира,Вторичка
607,https://www.cian.ru/sale/flat/301844087/,2,25000000,357143,Раменки,3,70,17,2,Квартира,Вторичка
608,https://www.cian.ru/sale/flat/301844027/,2,15900000,309942,Митино,3,51.3,17,4,Квартира,Вторичка
609,https://www.cian.ru/sale/flat/301843003/,1,10700000,281579,Кавказский бульвар, откроется в 2025,38,16,7,Квартира,Вторичка
610,https://www.cian.ru/sale/flat/301841245/,1,13800000,363158,Строгино,10,38,16,15,Квартира,Вторичка
611,https://zhukovsky.cian.ru/sale/flat/301840666/,2,7290000,135000,Ильинская,4,54,14,2,Квартира,Вторичка
612,https://krasnogorsk.cian.ru/sale/flat/301840567/,1,10650000,253571,Пенягино,15,42,25,18,Квартира,Вторичка
613,https://odintsovo.cian.ru/sale/flat/301840537/,2,9490000,172232,Рассказовка,13,55.1,15,1,Квартира,Вторичка
614,https://www.cian.ru/sale/flat/301840532/,1,7500000,333333,Новые Черёмушки,9,22.5,6,2,Апартаменты,Вторичка
615,https://www.cian.ru/sale/flat/301840270/,1,9700000,433036,Прокшино,12,22.4,19,13,Квартира,Вторичка
616,https://www.cian.ru/sale/flat/301840131/,2,34710597,515759,Технопарк,6,67.3,6,4,Квартира,Новостройка
617,https://www.cian.ru/sale/flat/301840074/,3,56000000,386207,Аэропорт,5,145,19,2,Квартира,Вторичка
618,https://www.cian.ru/sale/flat/301840058/,3,19500000,249042,Бунинская аллея,7,78.3,9,5,Квартира,Вторичка
619,https://www.cian.ru/sale/flat/301840044/,1,13000000,292793,Аминьевская,17,44.4,21,10,Квартира,Вторичка
620,https://www.cian.ru/sale/flat/301839991/,3,55100273,607433,Преображенская площадь,5,90.71,17,17,Квартира,Новостройка
621,https://solnechnogorsk.cian.ru/sale/flat/301839944/,2,9750000,177273,Зеленоград — Крюково,6,55,12,3,Квартира,Вторичка
622,https://www.cian.ru/sale/flat/301839935/,2,32300000,633333,Фили,6,51,45,13,Квартира,Вторичка
623,https://krasnogorsk.cian.ru/sale/flat/301839539/,3,14450000,211567,Пенягино,12,68.3,16,10,Квартира,Вторичка
624,https://ramenskoye.cian.ru/sale/flat/301839323/,3,7800000,130000,Фабричная,4,60,9,7,Квартира,Вторичка
625,https://www.cian.ru/sale/flat/301839273/,3,14500000,231260,Домодедовская,3,62.7,12,7,Квартира,Вторичка
626,https://odintsovo.cian.ru/sale/flat/301839254/,3,12000000,200000,Одинцово,19,60,9,7,Квартира,Вторичка
627,https://odintsovo.cian.ru/sale/flat/301839236/,1,8490000,212250,Сколково,15,40,27,11,Квартира,Вторичка
628,https://www.cian.ru/sale/flat/301839224/,2,16500000,322896,Нахимовский проспект,4,51.1,17,4,Квартира,Вторичка
629,https://www.cian.ru/sale/flat/301839212/,2,26690000,599775,Терехово ,5,44.5,23,5,Квартира,Новостройка
630,https://www.cian.ru/sale/flat/301839183/,1,15000000,378788,Окружная,6,39.6,21,14,Квартира,Вторичка
631,https://www.cian.ru/sale/flat/301839154/,1,7999000,427754,Селигерская,10,18.7,31,18,Квартира,Новостройка
632,https://www.cian.ru/sale/flat/301839104/,3,23700000,275581,Коммунарка,8,86,9,5,Квартира,Вторичка
633,https://krasnogorsk.cian.ru/sale/flat/301839096/,3,12800000,179523,Аникеевка,6,71.3,4,3,Квартира,Вторичка
634,https://www.cian.ru/sale/flat/301839093/,1,14500000,374387,Фонвизинская,20,38.73,32,3,Квартира,Новостройка
635,https://balashikha.cian.ru/sale/flat/301839057/,3,16900000,200474,Железнодорожная,13,84.3,12,5,Квартира,Вторичка
636,https://www.cian.ru/sale/flat/301839038/,2,45000000,937500,Баррикадная,10,48,9,2,Квартира,Вторичка
637,https://khimki.cian.ru/sale/flat/301838980/,2,11000000,258824,Левобережная,19,42.5,25,24,Квартира,Вторичка
638,https://www.cian.ru/sale/flat/301838964/,2,19900000,426124,Профсоюзная,13,46.7,13,5,Квартира,Вторичка
639,https://www.cian.ru/sale/flat/301838916/,3,15000000,258176,Беляево,8,58.1,9,2,Квартира,Вторичка
640,https://www.cian.ru/sale/flat/301838911/,4,350000000,1750000,Киевская,11,200,7,5,Квартира,Вторичка
641,https://www.cian.ru/sale/flat/301838909/,1,10200000,261538,Бульвар Адмирала Ушакова,9,39,12,1,Квартира,Вторичка
642,https://www.cian.ru/sale/flat/301838885/,3,23500000,367188,Бульвар Рокоссовского,4,64,31,14,Квартира,Вторичка
643,https://www.cian.ru/sale/flat/301838752/,1,19000000,365385,Сетунь,10,52,15,11,Квартира,Вторичка
644,https://www.cian.ru/sale/flat/301838732/,1,42000000,815534,Деловой центр,5,51.5,66,31,Апартаменты,Вторичка
645,https://www.cian.ru/sale/flat/301838730/,4,150000000,852273,Щукинская,12,176,32,22,Квартира,Вторичка
646,https://khimki.cian.ru/sale/flat/301838727/,4,36000000,356436,Сходненская,10,101,23,3,Квартира,Вторичка
647,https://www.cian.ru/sale/flat/301838714/,2,12200000,316062,Поклонная,17,38.6,12,5,Квартира,Вторичка
648,https://www.cian.ru/sale/flat/301838711/,2,15400000,302554,Печатники,11,50.9,17,12,Квартира,Вторичка
649,https://www.cian.ru/sale/flat/301838709/,1,7300000,297959,Аэропорт Внуково,19,24.5,14,12,Квартира,Вторичка
650,https://www.cian.ru/sale/flat/301838708/,3,67000000,558333,Давыдково,5,120,31,3,Квартира,Вторичка
651,https://www.cian.ru/sale/flat/301838707/,1,10900000,289125,Улица Скобелевская,11,37.7,15,11,Квартира,Вторичка
653,https://www.cian.ru/sale/flat/301838669/,3,13500000,201493,Бабушкинская,19,67,12,10,Квартира,Вторичка
654,https://www.cian.ru/sale/flat/301838613/,1,12250000,312500,Новогиреево,3,39.2,22,20,Квартира,Вторичка
655,https://www.cian.ru/sale/flat/301838574/,4,23330000,243021,Озёрная,14,96,33,10,Квартира,Вторичка
656,https://www.cian.ru/sale/flat/301838566/,1,19200000,644295,Киевская,6,29.8,9,4,Квартира,Вторичка
657,https://www.cian.ru/sale/flat/301838529/,2,50900000,733429,Улица 1905 года,12,69.4,44,39,Апартаменты,Вторичка
658,https://www.cian.ru/sale/flat/301838500/,3,57500000,622294,Парк Культуры,12,92.4,12,9,Квартира,Вторичка
659,https://www.cian.ru/sale/flat/301838453/,1,9000000,257143,Окружная,7,35,5,3,Квартира,Вторичка
660,https://khimki.cian.ru/sale/flat/301838442/,1,5500000,229167,Химки,8,24,5,1,Квартира,Вторичка
661,https://krasnogorsk.cian.ru/sale/flat/301838433/,2,16100000,233333,Павшино,2,69,15,7,Квартира,Вторичка
662,https://www.cian.ru/sale/flat/301838377/,4,23750000,237500,Сходненская,6,100,16,3,Квартира,Вторичка
663,https://www.cian.ru/sale/flat/301838358/,1,10249990,258838,Зеленоград — Крюково,6,39.6,15,8,Квартира,Вторичка
664,https://www.cian.ru/sale/flat/301838357/,1,11149999,261124,Зеленоград — Крюково,11,42.7,11,7,Квартира,Вторичка
665,https://www.cian.ru/sale/flat/301838346/,5,73000000,416905,Народное Ополчение,20,175.1,15,4,Квартира,Вторичка
666,https://odintsovo.cian.ru/sale/flat/301838302/,2,9300000,210884,Сколково,16,44.1,26,22,Квартира,Вторичка
667,https://reutov.cian.ru/sale/flat/301838294/,3,16300000,243284,Новокосино,9,67,25,18,Квартира,Вторичка
668,https://www.cian.ru/sale/flat/301838233/,4,42000000,222222,Новые Черёмушки,6,189,14,3,Квартира,Вторичка
669,https://krasnogorsk.cian.ru/sale/flat/301838200/,3,21500000,281414,Мякинино,13,76.4,25,10,Квартира,Вторичка
670,https://www.cian.ru/sale/flat/301838152/,3,27000000,310345,Отрадное,19,87,25,7,Квартира,Вторичка
671,https://www.cian.ru/sale/flat/301838131/,3,39000000,527027,Технопарк,5,74,24,17,Квартира,Вторичка
672,https://www.cian.ru/sale/flat/301837712/,3,21500000,286667,Озёрная,11,75,16,6,Квартира,Вторичка
673,https://odintsovo.cian.ru/sale/flat/301837653/,3,11950000,181061,Одинцово,10,66,12,4,Квартира,Вторичка
674,https://www.cian.ru/sale/flat/301837643/,1,17000000,400943,Яхромская,5,42.4,24,11,Квартира,Вторичка
675,https://vidnoye.cian.ru/sale/flat/301837638/,1,5200000,225108,Бульвар Дмитрия Донского,12,23.1,27,23,Квартира,Вторичка
676,https://www.cian.ru/sale/flat/301837625/,1,11000000,314286,Рязанский проспект,15,35,12,7,Квартира,Вторичка
677,https://www.cian.ru/sale/flat/301837537/,3,25000000,332447,Строгино,19,75.2,16,11,Квартира,Вторичка
678,https://www.cian.ru/sale/flat/301837502/,2,35000000,406032,Бауманская,2,86.2,12,8,Апартаменты,Вторичка
679,https://www.cian.ru/sale/flat/301837501/,1,11500000,287500,Пенягино,12,40,9,4,Квартира,Вторичка
680,https://www.cian.ru/sale/flat/301837496/,1,15499000,344422,Войковская,17,45,28,10,Апартаменты,Вторичка
681,https://www.cian.ru/sale/flat/301837472/,1,11000000,312500,Рабочий посёлок,9,35.2,12,1,Квартира,Вторичка
682,https://www.cian.ru/sale/flat/301837469/,3,27500000,316820,Бутырская,11,86.8,33,13,Квартира,Новостройка
683,https://www.cian.ru/sale/flat/301837463/,5,113999999,537736,Давыдково,5,212,30,27,Квартира,Вторичка
684,https://www.cian.ru/sale/flat/301837437/,3,14700000,233333,Ховрино,12,63,12,2,Квартира,Вторичка
685,https://balashikha.cian.ru/sale/flat/301837408/,1,7700000,183333,Железнодорожная,20,42,17,16,Квартира,Вторичка
686,https://www.cian.ru/sale/flat/301837396/,2,13900000,239655,Царицыно,20,58,17,7,Квартира,Вторичка
687,https://www.cian.ru/sale/flat/301837356/,3,22500000,339367,Аннино,5,66.3,25,9,Квартира,Вторичка
688,https://www.cian.ru/sale/flat/301837350/,3,39000000,474453,Автозаводская,18,82.2,19,8,Квартира,Новостройка
